"Feature","Gain","Cover","Frequency"
"age_num88",1.71251719565118e-06,0.000366395316801333,0.000235785502559957
"agency_id21280",1.67615015529679e-06,0.00029228931667326,0.000168418216114255
"agency_id21168",1.4213283239247e-06,1.67549719791541e-06,3.3683643222851e-05
"agency_id21051",1.3506988173105e-06,0.000210791244680973,0.000101050929668553
"agency_id21292",1.09914328493321e-06,1.46359191348418e-05,3.3683643222851e-05
"agency_id21264",1.08859515957116e-06,0.000208744578204156,0.000269469145782808
"agency_id20986",1.0091685332416e-06,0.000172403446606455,0.000134734572891404
"agency_id21307",1.00767007648626e-06,0.000186061046524435,0.000134734572891404
"age_num92",8.72337543908205e-07,0.000138435217831846,6.7367286445702e-05
"agency_id20992",8.41223520493892e-07,3.72066732378754e-05,6.7367286445702e-05
"agency_id21209",7.47106966984148e-07,7.69442253929664e-05,6.7367286445702e-05
"agency_id21126",7.46500849644908e-07,8.86678798717543e-05,6.7367286445702e-05
"agency_id20941",6.40590262909122e-07,1.88129551958356e-05,6.7367286445702e-05
"agency_id20905",4.12294483425155e-07,5.4570408750098e-05,3.3683643222851e-05
"agency_id20902",4.11953542421832e-07,4.95847138101421e-06,3.3683643222851e-05
"agency_id21107",3.69226479153612e-07,1.39565948508715e-05,3.3683643222851e-05
"agency_id21171",2.5073053933222e-07,2.38583003353614e-05,3.3683643222851e-05
"agency_id21235",2.40190832266549e-07,2.38344691202131e-05,3.3683643222851e-05
"agency_id21169",1.53835948017627e-07,1.9619495347797e-05,3.3683643222851e-05
